"candidate_group_id","cas_no","group_row_count","source_sheet","source_row_number","legacy_sort_code","canonical_name_candidate","base_name_candidate","analysis_method","sampling_media","twa","stel","permit_required","special_management","health_exam_target","group_has_semantic_conflict","proposed_relation_type","parent_profile_id_candidate","auto_merge_allowed","review_status","review_note"
"CAS_7439_97_6","7439-97-6","5","Sheet1","102","3M-22-014","수은(아릴화합물)","수은","ICP법(단)","226-17-1A(SKC)","0.1 ㎎/㎥","","","","○","Y","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_1314_62_1","1314-62-1","2","Sheet1","106","3M-23-010","오산화바나듐","오산화바나듐","ICP법(단)흡","MCE여과지(25mm, 0.5um) / IOM Sampler","0.05 ㎎/㎥","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_1314_62_1","1314-62-1","2","Sheet1","107","3M-23-011","오산화바나듐(분진, 흄)","오산화바나듐","ICP법(단)흡","MCE여과지(25mm, 0.5um) / IOM Sampler","0.05 ㎎/㎥","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_18540_29_9","18540-29-9","3","Sheet1","108","3M-25-010","6가크롬","6가크롬","IC법(단)-금","PVC여과지(37mm, 5um)","0.05 ㎎/㎥","","","○","○","Y","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_18540_29_9","18540-29-9","3","Sheet1","109","3M-25-011","6가크롬(수용성)","6가크롬","IC법(단)-금","PVC여과지(37mm, 5um)","0.05 ㎎/㎥","","","○","○","Y","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_18540_29_9","18540-29-9","3","Sheet1","110","3M-25-012","6가크롬(불용성)","6가크롬","IC법(단)-금","PVC여과지(37mm, 5um)","0.01 ㎎/㎥","","","○","○","Y","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7553_56_2","7553-56-2","2","Sheet1","111","3M-25-020","요오드","요오드","IC법(단)-금","226-67(SKC)","0.01 ppm","0.1 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7553_56_2","7553-56-2","2","Sheet1","112","3M-25-021","요오드 및 요오드화물","요오드 및 요오드화물","IC법(단)-금","226-67(SKC)","0.01 ppm","0.1 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_79_20_9","79-20-9","3","Sheet1","120","4O-30-070","메틸아세테이트(초산메틸)","메틸아세테이트","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_79_20_9","79-20-9","3","Sheet1","121","4O-30-071","초산메틸","초산메틸","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_79_20_9","79-20-9","3","Sheet1","122","4O-30-072","메틸아세테이트","메틸아세테이트","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_86_4","123-86-4","3","Sheet1","126","4O-30-110","n-부틸아세테이트(초산부틸)","n-부틸아세테이트","GC법(다)","20267-U(SUPELCO)","150 ppm","200 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_86_4","123-86-4","3","Sheet1","127","4O-30-111","n-부틸아세테이트","n-부틸아세테이트","GC법(다)","20267-U(SUPELCO)","150 ppm","200 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_86_4","123-86-4","3","Sheet1","128","4O-30-112","초산부틸","초산부틸","GC법(다)","20267-U(SUPELCO)","150 ppm","200 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_141_78_6","141-78-6","4","Sheet1","136","4O-30-190","에틸아세테이트(초산에틸)","에틸아세테이트","GC법(다)","20267-U(SUPELCO)","400 ppm","","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_141_78_6","141-78-6","4","Sheet1","137","4O-30-191","에틸아세테이트","에틸아세테이트","GC법(다)","20267-U(SUPELCO)","400 ppm","","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_141_78_6","141-78-6","4","Sheet1","138","4O-30-192","아세트산 에틸","아세트산 에틸","GC법(다)","20267-U(SUPELCO)","400 ppm","","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_141_78_6","141-78-6","4","Sheet1","139","4O-30-193","초산에틸","초산에틸","GC법(다)","20267-U(SUPELCO)","400 ppm","","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_110_19_0","110-19-0","3","Sheet1","142","4O-30-220","이소부틸아세테이트(초산이소부틸)","이소부틸아세테이트","GC법(다)","20267-U(SUPELCO)","150 ppm","187 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_110_19_0","110-19-0","3","Sheet1","143","4O-30-221","이소부틸아세테이트","이소부틸아세테이트","GC법(다)","20267-U(SUPELCO)","150 ppm","187 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_110_19_0","110-19-0","3","Sheet1","144","4O-30-222","초산이소부틸","초산이소부틸","GC법(다)","20267-U(SUPELCO)","150 ppm","187 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_92_2","123-92-2","3","Sheet1","145","4O-30-230","이소아밀아세테이트(초산이소아밀)","이소아밀아세테이트","GC법(다)","20267-U(SUPELCO)","50 ppm","100 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_92_2","123-92-2","3","Sheet1","146","4O-30-231","이소아밀아세테이트","이소아밀아세테이트","GC법(다)","20267-U(SUPELCO)","50 ppm","100 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_123_92_2","123-92-2","3","Sheet1","147","4O-30-232","초산이소아밀","초산이소아밀","GC법(다)","20267-U(SUPELCO)","50 ppm","100 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_109_60_4","109-60-4","3","Sheet1","157","4O-30-330","n-프로필아세테이트(초산프로필)","n-프로필아세테이트","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_109_60_4","109-60-4","3","Sheet1","158","4O-30-331","n-프로필아세테이트","n-프로필아세테이트","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_109_60_4","109-60-4","3","Sheet1","159","4O-30-332","초산프로필","초산프로필","GC법(다)","20267-U(SUPELCO)","200 ppm","250 ppm","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_71_36_3","71-36-3","3","Sheet1","168","4O-32-010","n-부탄올(노말부틸알콜)","n-부탄올","GC법(다)3","20267-U(SUPELCO)","20 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_71_36_3","71-36-3","3","Sheet1","169","4O-32-011","n-부탄올","n-부탄올","GC법(다)3","20267-U(SUPELCO)","20 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_71_36_3","71-36-3","3","Sheet1","170","4O-32-012","노말부틸알콜","노말부틸알콜","GC법(다)3","20267-U(SUPELCO)","20 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_78_92_2","78-92-2","3","Sheet1","171","4O-32-020","2-부탄올(이차부틸알콜)","2-부탄올","GC법(다)3","20267-U(SUPELCO)","100 ppm","150 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_78_92_2","78-92-2","3","Sheet1","172","4O-32-021","2-부탄올","2-부탄올","GC법(다)3","20267-U(SUPELCO)","100 ppm","150 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_78_92_2","78-92-2","3","Sheet1","173","4O-32-022","이차부틸알콜","이차부틸알콜","GC법(다)3","20267-U(SUPELCO)","100 ppm","150 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_8052_41_3","8052-41-3","3","Sheet1","196","4O-38-080","스토다드솔벤트","스토다드솔벤트","GC법(단)","20267-U(SUPELCO)","100 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_8052_41_3","8052-41-3","3","Sheet1","197","4O-38-081","스토다드솔벤트(벤젠 0.1% 이상 함유)","스토다드솔벤트","GC법(단)","20267-U(SUPELCO)","100 ppm","","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_8052_41_3","8052-41-3","3","Sheet1","198","4O-38-082","스토다드솔벤트(벤젠 0.1% 미만 함유)","스토다드솔벤트","GC법(단)","20267-U(SUPELCO)","100 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_107_06_2","107-06-2","3","Sheet1","201","4O-38-110","1,2-디클로로에탄(이염화에틸렌)","1,2-디클로로에탄","GC법(단)","20267-U(SUPELCO)","10 ppm","","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_107_06_2","107-06-2","3","Sheet1","202","4O-38-111","1,2-디클로로에탄","1,2-디클로로에탄","GC법(단)","20267-U(SUPELCO)","10 ppm","","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_107_06_2","107-06-2","3","Sheet1","203","4O-38-112","이염화에틸렌","이염화에틸렌","GC법(단)","20267-U(SUPELCO)","10 ppm","","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_101_68_8","101-68-8","3","Sheet1","229","4O-40-010","메틸렌비스","메틸렌비스","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_101_68_8","101-68-8","3","Sheet1","230","4O-40-011","메틸렌비스(페닐이소시아네이트)","메틸렌비스","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_101_68_8","101-68-8","3","Sheet1","231","4O-40-012","MDI","MDI","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_584_84_9","584-84-9","2","Sheet1","232","4O-40-020","톨루엔-2,4-디이소시아네이트","톨루엔-2,4-디이소시아네이트","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","0.02 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_584_84_9","584-84-9","2","Sheet1","233","4O-40-021","2,4-TDI","2,4-TDI","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","0.02 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_91_08_7","91-08-7","2","Sheet1","234","4O-40-030","톨루엔-2,6-디이소시아네이트","톨루엔-2,6-디이소시아네이트","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","0.02 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_91_08_7","91-08-7","2","Sheet1","235","4O-40-031","2,6-TDI","2,6-TDI","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","0.02 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_822_06_0","822-06-0","2","Sheet1","236","4O-40-040","헥사메틸렌디이소시아네이트","헥사메틸렌디이소시아네이트","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_822_06_0","822-06-0","2","Sheet1","237","4O-40-041","HDI","HDI","HPLC법(다)","1-2PP 코팅된 유리섬유여과지(37mm) / open-face","0.005 ppm","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_108_31_6","108-31-6","2","Sheet1","246","4O-44-020","무수말레산","무수말레산","HPLC법(단)","226-30-07(SKC) + 226-30(SKC)","0.4 ㎎/㎥","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_108_31_6","108-31-6","2","Sheet1","247","4O-44-021","말레산 언하이드라이드","말레산 언하이드라이드","HPLC법(단)","226-30-07(SKC) + 226-30(SKC)","0.4 ㎎/㎥","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7664_93_9","7664-93-9","2","Sheet1","272","5A-51-020","황산","황산","IC법(다)2-산알","225-1827(SKC) or FQ037MM550(EMS)","0.2 ㎎/㎥","0.6 ㎎/㎥","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7664_93_9","7664-93-9","2","Sheet1","273","5A-51-021","황산(pH2.0이하)","황산","IC법(다)2-산알","225-1827(SKC) or FQ037MM550(EMS)","0.2 ㎎/㎥","0.6 ㎎/㎥","","○","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_151_50_8","151-50-8","2","Sheet1","277","5A-55-020","시안화칼륨","시안화칼륨","UV법(다)","226-210(SKC)","5 ㎎/㎥","","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_151_50_8","151-50-8","2","Sheet1","278","5A-55-021","시안화칼슘","시안화칼슘","UV법(다)","226-210(SKC)","5 ㎎/㎥","","","","","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7446_09_5","7446-09-5","3","Sheet1","291","6G-61-040","이산화황(아황산가스)","이산화황","IC법(단)-가스","MCE + Na2CO3 coated MCE","2 ppm","5 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7446_09_5","7446-09-5","3","Sheet1","292","6G-61-041","이산화황","이산화황","IC법(단)-가스","MCE + Na2CO3 coated MCE","2 ppm","5 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
"CAS_7446_09_5","7446-09-5","3","Sheet1","293","6G-61-042","아황산가스","아황산가스","IC법(단)-가스","MCE + Na2CO3 coated MCE","2 ppm","5 ppm","","","○","N","SAME_CAS_VARIANT","","N","REVIEW_REQUIRED","동일 CAS는 후보 그룹일 뿐 동일 측정인자 또는 부모·자식으로 자동 확정하지 않음"
